Date,Affiliate,Clicks,GrossSales,Voids,NetSales,NumberofSales,ManualCredits,Commissions,Conversion,EPC,AverageOrder,AffiliateID,Organization,Website,NumbSales,NumbLeads,NumbTwoTier,NumbBonuses,NumbPayPerCall,NumbLeapFrog,SaleCommissions,LeadCommissions,TwoTierCommissions,BonusCommissions,PayPerCallCommissions,LeapFrogCommissions,TransactionFees
9-13-2020,445875-Demand.io-knoji.com,13,$417.83,0,$417.83,4,0,$12.53,30.77,$96.38,$104.46,445875,Demand.io,knoji.com,4,0,0,0,0,0,$12.53,$0.00,$0.00,$0.00,$0.00,$0.00,$2.51
9-13-2020,136482-Vertive LLC (Offers.com LLC.)-offers.com,2,$323.20,0,$323.20,1,0,$9.70,50,$485.00,$323.20,136482,"Vertive, LLC (Offers.com, LLC.)",offers.com,1,0,0,0,0,0,$9.70,$0.00,$0.00,$0.00,$0.00,$0.00,$1.94
9-13-2020,1584217-Trends Green-topnaturalmattresses.com,52,$189.00,0,$189.00,1,0,$28.35,1.92,$54.52,$189.00,1584217,Trends Green,topnaturalmattresses.com,1,0,0,0,0,0,$28.35,$0.00,$0.00,$0.00,$0.00,$0.00,$5.67
9-13-2020,1663605-GSG North America LLC-coupons.businessinsider.com/,1,$186.48,0,$186.48,1,0,$18.65,100,"$1,865.00",$186.48,1663605,GSG North America LLC,coupons.businessinsider.com/,1,0,0,0,0,0,$18.65,$0.00,$0.00,$0.00,$0.00,$0.00,$3.73
9-13-2020,748814-Reviewed.com-www.reviewed.com,20,$184.50,0,$184.50,1,0,$33.21,5,$166.05,$184.50,748814,Reviewed.com,www.reviewed.com,1,0,0,0,0,0,$33.21,$0.00,$0.00,$0.00,$0.00,$0.00,$6.64
9-13-2020,389818-VigLink Inc.-www.viglink.com,23,$163.46,0,$163.46,1,0,$4.90,4.35,$21.30,$163.46,389818,"VigLink, Inc.",www.viglink.com,1,0,0,0,0,0,$4.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.98
9-13-2020,314743-Skimbit Ltd-skimlinks.com,123,$163.17,0,$163.17,1,0,$24.48,0.81,$19.90,$163.17,314743,Skimbit Ltd,skimlinks.com,1,0,0,0,0,0,$24.48,$0.00,$0.00,$0.00,$0.00,$0.00,$4.90
9-13-2020,1088116-Business Insider Inc.-www.businessinsider.com,48,$148.16,0,$148.16,1,0,$29.63,2.08,$61.73,$148.16,1088116,"Business Insider, Inc.",www.businessinsider.com,1,0,0,0,0,0,$29.63,$0.00,$0.00,$0.00,$0.00,$0.00,$5.93
9-13-2020,2182271-Promo Codes Guide LLC-www.promocodes.guide,1,$147.60,0,$147.60,1,0,$4.43,100,$443.00,$147.60,2182271,Promo Codes Guide LLC ,www.promocodes.guide,1,0,0,0,0,0,$4.43,$0.00,$0.00,$0.00,$0.00,$0.00,$0.89
9-13-2020,725033-ID.me Inc.-shop.id.me,58,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,725033,"ID.me, Inc.",shop.id.me,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-13-2020,1773960-Tuck.com LLC-tuck.com,23,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,1773960,"Tuck.com, LLC",tuck.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
9-13-2020,201285-12 Interactive LLC-www.perkspot.com,17,$0.00,0,$0.00,0,0,$0.00,0,$0.00,$0.00,201285,12 Interactive LLC,www.perkspot.com,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
